X,Y,OBJECTID,FACILITYID,NAME,OWNER,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,CITY,STATE,ZIPCODE,PHONE,LOCATIONTYPE,CAPTUREMETH,DESCRIPT,OPERDAYS,OPERHOURS,PARKURL,DESCRIPT2,PARKAREA,SHELTERURL,NUMPARKING,ARTSTUDIO,BALLFIELDS,BEACH,BOATRAMP,CANOELAUNCH,COMMUNITYCENTER,COMPUTERLAB,CONCESSION,DOGPARK,FITNESSFACILITY,GOLF,GRILLS,GYM,OUTDOORFITNESS,PIER,SHUFFLECOURTS,PLAYGROUND,POOL,RESTROOMS,SHELTERS,TENNIS,IMPROVEDTRAILS,DOGBEACH,BASKETCOURTS,RACQUETCOURTS,NATURALTRAILS,DISCGOLF,SKATEPARK,SPLASHPAD,ATHLETICFIELD,SANDCOURTS,BANDSHELL,CEMETERY,MARINA,PARKALIAS,SHELTERMAP,GlobalID,created_user,created_date,last_edited_user,last_edited_date,USNG
-82.440083891983221,28.049293048572565,39371,19,Copeland Park,Tampa,Municipal,820,Park,11001 N 15th St,Tampa,FL,33612,813-975-2743,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,copelandmap.pdf,{E245B294-2178-40DC-BACA-CCFB313DE8BD},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 584 034
-82.521822128082107,27.888006429962388,39372,99,Palma Ceia Lions Park,Tampa,Municipal,820,Park,4525 W Pearl Ave,Tampa,FL,33611,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,N/A,{E625D569-74FF-4B90-A5F6-CD5FCE2245F2},,,DPB4,2015-03-02T19:28:23.000Z,17R LL 501 857
-82.441834543092128,28.050519838529677,39483,212,Copeland Park Pool,Tampa,Municipal,820,Public Pool,11001 N 15th Street,Tampa,FL,33612,,,,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{EDB5AA66-CC99-4074-B496-CF1A3CB8F255},rck8,2014-08-19T18:12:17.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LM 582 036
-82.435409978370913,27.980572057871381,39386,29,Cyrus Greene Park,Tampa,Municipal,820,Park,2101 E Dr Martin Luther King Jr Blvd,Tampa,FL,33610,813-242-5350,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,No,No,No,No,,,N/A,{3CBDEF8A-8A6D-44EA-8994-D2051CFC2A27},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 588 958
-82.478467270814448,27.971825958258304,39413,182,Duran Park,Tampa,Municipal,820,Park,1298 W Coral St,Tampa,FL,33602,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,N/A,{0D1D2091-7954-4977-98CC-D4ACBE2F8B45},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 545 949
-82.48021078714649,27.99166757496247,39476,205,Wellswood Center,Tampa,Municipal,820,Community / Recreation Center,4918 N Mendenhall Drive,Tampa,FL,33603,813-348-2060,,,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{53C5D20E-08D4-4A04-A9DD-D5EB924CA401},rck8,2014-08-19T14:35:58.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 544 971
-82.455648658544277,27.934035326838799,39411,130,Sandra W Freedman Tennis Complex,Tampa,Municipal,820,Sports Complex / Ball Fields,59 Columbia Dr,Tampa,FL,33606,813-259-1663,Parcel,Placed on Map,"For a complete list of classes, please call 813-832-1207.",Everyday,N/A,http://www.tampagov.net/parks-and-recreation,"Achievement, future, community, conservation, development, good health, heritage, nature: It Starts in Parks!",,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,N/A,{9779D403-31AC-458C-9860-D6FC29E963A0},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 567 907
-82.515277722281539,27.947357472916956,39427,190,Charles B Williams Park,Tampa,Municipal,820,Park,309 N Hubert Ave,Tampa,FL,33609,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{F8064592-FB9B-419E-A602-D7F33778E4D3},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 509 922
-82.445814128303965,27.978202189449625,39489,218,Ragan Center,Tampa,Municipal,820,Community / Recreation Center,1200 E Lake Ave,Tampa,FL,33605,813-393-6523,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{0FE80A86-D588-4499-B5E9-DA6D0FD63F89},rck8,2014-08-20T14:33:38.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 578 956
-82.445871371349313,27.978859993924829,39388,114,Ragan Park,Tampa,Municipal,820,Park,1200 E Lake Ave,Tampa,FL,33605,813-393-6523,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,,N/A,{0FCC0B5A-36B3-4686-BE9D-DAE6CE66FB3E},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 578 957
-82.465424715187069,27.998876414557088,39496,225,Henry and Ola Center,Tampa,Municipal,820,Community / Recreation Center,502 W Henry Ave,Tampa,FL,33604,813-231-5279,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{897ECA07-2052-4E9E-959C-DB4533A820CF},rck8,2014-09-05T13:29:08.000Z,DP7D,2015-05-14T16:46:17.000Z,17R LL 559 979
-82.515110253862531,27.957344628868192,39500,229,Loretta Ingraham Complex,Tampa,Municipal,820,Community / Recreation Center,1615 N Hubert Ave,Tampa,FL,33607,813-348-1175,,,,,,,,,,,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{50AFC304-4FF6-48E8-95E6-DD347DA82F86},DP7D,2015-05-14T16:42:58.000Z,DP7D,2015-05-14T16:46:32.000Z,
-82.427901563677068,27.988636064041291,39502,,Clarence Fort Freedom Trail,,,820,Park,3803 E. Osborne Avenue,Tampa,FL,33610,,,,,,Sunrise to Sunset,https://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,{C47A00F5-B1EE-481F-8DF1-DD6EC0195C4C},,,,,
-82.480573927848653,27.936924780778856,39447,62,Hyde Park Art Studio,Tampa,Municipal,820,Museum / Cultural,702 S Albany Ave,Tampa,FL,33606,813-259-1687,Building,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{BAAF1E76-855F-4F36-9E6C-DED52BD31D24},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 543 910
-82.464774159161294,27.972155481909212,39420,187,Plymouth Playground,Tampa,Municipal,820,Playground,3100 North Ola Ave,Tampa,FL,33603,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{2A349B6C-0750-4E42-B36F-DF9DBBDF1CA0},,,DPB4,2015-03-02T16:57:42.000Z,17R LL 559 950
-82.515737706575635,27.94738516174122,39365,95,North Hubert Art Studio,Tampa,Municipal,820,Museum / Cultural,309 N Hubert Ave,Tampa,FL,33609,813-282-2911,Building,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{03DE3C16-9369-4955-AEDA-DFE4B5262459},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 508 922
-82.454374965895155,27.987228781892082,39505,,Angus Goss Dog Park,,,820,Park,4601 N. Central Avenue,Tampa,FL,33603,813-274-8615,,,Local dog park located in Seminole Heights Neighborhood,Everyday,Sunrise to Sunset,https://www.tampagov.net/parks-and-recreation/parks-and-natural-areas/dog-parks,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{7210CA9A-82A9-4A7A-A84A-DFFBAC54182C},,,,,
-82.429252548037809,27.946752160436688,39488,217,DeSoto Center,Tampa,Municipal,820,Community / Recreation Center,2617 Corrine Street,Tampa,FL,33605,813-242-5307,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{01981545-21DE-4EC8-8A28-E22C76BE1F8C},rck8,2014-08-20T14:22:18.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 593 921
-82.462925321421125,27.946825316504764,39465,106,Plant Park,Tampa,Municipal,820,Park,201 W Kennedy Blvd,Tampa,FL,33606,,Parcel,Placed on Map,"Beautiful Plant Park is adjacent to the picturesque University of Tampa, with its minuets, and the Hillsborough River.",,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,{F7CC7DF2-E52F-45C1-A0DF-E3368C463F8E},,,rck8,2015-05-01T19:27:15.000Z,17R LL 560 921
-82.421693369245929,28.020597968409227,39355,11,Blackwater Hammock Park,Tampa,Municipal,820,Park,7999 E Veve Lane,Tampa,FL,33610,,Parcel,Placed on Map,"Near Rogers Park Golf Course and Rowlett Park, Blackwater Hammock Park offers Florida's natural resources and beautiful surroundings as its attractions. Its meandering trails hold something special for everyone.",Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,N/A,{70F05113-9653-4EA4-806A-E6817E1A99F8},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 602 002
-82.502897331761645,27.900110543098943,39445,60,Himes Avenue Sports Complex,Tampa,Municipal,820,Sports Complex / Ball Fields,4501 S Himes Ave,Tampa,FL,33611,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{2A4196A8-7BEA-4CFB-9A8C-E9496DC97EC4},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 520 870
-82.488915312357321,27.922456433104383,39412,46,Fred Ball Park,Tampa,Municipal,820,Park,2621 Bayshore Blvd,Tampa,FL,33629,813-274-8615,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Fred_Ball_Park_Map09.pdf,{A3FF9B78-5238-4D8A-9229-ECFB3C865754},,,rck8,2016-06-07T14:40:51.000Z,17R LL 534 895
-82.401115943804882,28.041538388916532,39439,141,Takomah Trail Park,Tampa,Municipal,820,Park,10099 Takomah Trail,Tampa,FL,33617,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,N/A,{712D06B7-25B0-4696-B71B-EDBA3832DFCE},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 622 025
-82.449468015209732,27.942529137851853,39444,200,Tampa Riverwalk,Tampa,Municipal,820,Trail / Trailhead,Beneficial Drive and Channelside Drive,Tampa,FL,33602,,Other,Placed on Map,,Everyday,N/A,http://www.tampagov.net/riverwalk,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{CC1C1AC2-62BD-494C-A2B6-EDC2F1CE8811},,,DPB4,2015-03-02T16:37:06.000Z,17R LL 574 916
-82.524112917488992,27.869068888778127,39485,214,Port Tampa Park,Tampa,Municipal,820,Park,4702 W McCoy Street,Tampa,FL,33616,813-832-1215,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{D157B471-AD19-41D6-B25C-EE58B8D3AFC6},rck8,2014-08-20T13:48:12.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 499 836
-82.460305721849224,27.952398713684083,39440,56,Herman Massey Park,Tampa,Municipal,820,Park,1002 N Franklin St,Tampa,FL,33602,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{511B161F-C459-4B28-A734-EE5C8727F181},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 563 927
-82.475459158220417,27.962232150803388,39498,227,Dr Martin Luther King Jr Park,Tampa,Municipal,820,Park,2200 N Oregon Ave,Tampa,FL,33607,813-259-1667,,,,,,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{12F1D803-AB11-4101-86E1-EFD8B14ED742},DP7D,2015-05-14T16:39:48.000Z,DP7D,2015-05-14T16:46:25.000Z,
-82.467417409032734,27.989337640704758,39402,122,Rivercrest Park,Tampa,Municipal,820,Park,4802 N River Blvd,Tampa,FL,33603,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{CF919BDB-744D-4B42-8D4C-F268233F56AE},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 556 968
-82.526624482472286,27.866895989250519,39422,135,Spanish American War Memorial Park,Tampa,Municipal,820,Park,4752 W Prescott St,Tampa,FL,33616,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{D310F79C-24E1-4C10-A52A-F2AE9DFB7EF1},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 497 833
-82.449662402145634,27.957225456043158,39409,181,Tampa Park Plaza,Tampa,Municipal,820,Park,1314 Scott St,Tampa,FL,33605,813-274-8332,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,,,No,No,No,No,No,,N/A,{4BE13B6D-0F44-4528-96F8-F4FCD82EA90D},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 574 933
-82.396979369082516,27.965590881671261,39367,97,Oak Park,Tampa,Municipal,820,Park,5215 E 15th Ave,Tampa,FL,33619,813-622-1904,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,N/A,{34ACF7EA-F458-4C1B-8B6D-F5CBF03061A5},,,rck8,2017-02-03T12:37:05.000Z,17R LL 625 941
-82.485836673850486,27.950024902913896,39342,150,Vila Brothers Park,Tampa,Municipal,820,Park,700 N Armenia Ave,Tampa,FL,33609,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,N/A,{199CD518-0052-429D-8DD4-F64057336D36},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 538 925
-82.422999784234065,27.979134609467035,39401,178,Jackson Heights Park,Tampa,Municipal,820,Community / Recreation Center,3310 E Lake Ave,Tampa,FL,33610,813-242-5346,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,N/A,{7B5E70BD-BCBE-44EE-9960-F79593A032CA},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 600 957
-82.465499323849173,27.936977776885364,39346,8,Bayshore Boulevard Linear Park,Tampa,Municipal,820,Park,312 Bayshore Blvd,Tampa,FL,33629,,Parcel,Placed on Map,"Currently, 4.5 miles of the world's longest continuous sidewalk exists along Bayshore Boulevard and Hillsborough Bay in South Tampa. This 10-foot-wide sidewalk starts on the north at Columbus Statue Park and ends at Gandy Boulevard. A 3-mile, on-road bi*",Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{C030A806-8698-4EBE-838C-FA7B19DE9DD6},,,DP7D,2016-08-17T11:32:26.000Z,17R LL 563 914
-82.490320971289307,27.924901079149837,39405,127,Palma Ceia Park,Tampa,Municipal,820,Park,2200 S Marti St,Tampa,FL,33629,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,,,No,No,No,No,No,,N/A,{48D2CA10-4DD5-4680-9588-FBFA068439D3},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 533 897
-82.438276342278428,28.019629055904662,39399,121,River Cove Park,Tampa,Municipal,820,Park,1901 E Mulberry Dr.,Tampa,FL,33604,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{0CB411A4-E7EA-4D51-AECC-FC27FF24DD61},,,rck8,2017-03-17T15:10:42.000Z,17R LM 586 002
-82.462333424850229,28.021894107092102,39457,112,Purity Springs,Tampa,Municipal,820,Park,,Tampa,FL,,,Parcel,Placed on Map,"Purity Springs is a 1.15-acre park with plenty of benches and picnic tables alongside the Hillsborough River. Take in the scenery, quietness and enjoy a picnic with the family!",,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{ED3CE3FC-ED36-40E4-8826-FC61F5EB2840},,,rck8,2015-05-01T14:22:35.000Z,17R LM 562 004
